Tabelle: 42111-0006
Beschäftigte und Umsatz der Betriebe im Verarbeitenden;;;;;;;;;;
Gewerbe: Deutschland, Monate, Wirtschaftszweige;;;;;;;;;;
(WZ2008 2-4-Steller Hierarchie);;;;;;;;;;
Monatsbericht im Verarbeitenden Gewerbe;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;
Betriebe;;;;;;;;;;;;;;;;;;;
;;Betriebe;;Beschäftigte;;Geleistete Arbeitsstunden;;Bruttolohn- und -gehaltssumme;;Umsatz;;Inlandsumsatz;;Auslandsumsatz;;Auslandsumsatz mit der Eurozone;;Auslandsumsatz mit dem sonstigen Ausland;
;;Anzahl;Anzahl;Anzahl;Anzahl;1000;1000;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;106669;e;12389;e;503585;e;3739721;e;1327233;e;2412488;e;999174;e;1413315;e
2016;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;245;e;109986;e;13742;e;508853;e;3571772;e;1175607;e;2396166;e;1032520;e;1363646;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104083;e;12961;e;483734;e;3469945;e;1148528;e;2321417;e;1008908;e;1312509;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110461;e;14736;e;489377;e;4024989;e;1275065;e;2749923;e;1306275;e;1443649;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104502;e;13937;e;465513;e;3918433;e;1248771;e;2669662;e;1280590;e;1389073;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;247;e;110776;e;14521;e;568237;e;3966893;e;1342626;e;2624267;e;1008044;e;1616222;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;104767;e;13719;e;539214;e;3854210;e;1313397;e;2540813;e;978104;e;1562709;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110834;e;14762;e;748768;e;3698203;e;1289797;e;2408406;e;1024855;e;1383551;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104811;e;13956;e;708268;e;3594983;e;1262685;e;2332299;e;1004113;e;1328186;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110911;e;13461;e;562013;e;4023183;e;1427444;e;2595738;e;1167727;e;1428012;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104895;e;12713;e;534784;e;3914873;e;1399960;e;2514913;e;1140908;e;1374005;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110992;e;15178;e;551740;e;4216949;e;1335857;e;2881091;e;1226501;e;1654590;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104966;e;14384;e;525678;e;4092304;e;1300515;e;2791790;e;1202148;e;1589642;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110800;e;13893;e;497179;e;3886879;e;1254524;e;2632355;e;1139047;e;1493308;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;104755;e;13146;e;471607;e;3765511;e;1219572;e;2545939;e;1118404;e;1427535;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;111379;e;14114;e;509402;e;3979937;e;1204548;e;2775388;e;1231360;e;1544028;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;105367;e;13346;e;484189;e;3876990;e;1180607;e;2696383;e;1208811;e;1487572;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;112328;e;14950;e;525113;e;4068966;e;1354860;e;2714105;e;1096805;e;1617301;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;106242;e;14151;e;499769;e;3957419;e;1325438;e;2631981;e;1078200;e;1553780;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;112330;e;14022;e;506243;e;3632263;e;1246104;e;2386160;e;976161;e;1409998;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;106267;e;13265;e;480759;e;3530798;e;1217524;e;2313274;e;954728;e;1358546;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;112593;e;15364;e;826139;e;4405134;e;1389885;e;3015249;e;1141920;e;1873328;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;106525;e;14544;e;787876;e;4291830;e;1360757;e;2931073;e;1121634;e;1809440;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;112280;e;13264;e;558773;e;3960535;e;1338158;e;2622377;e;1074258;e;1548119;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;106209;e;12525;e;528931;e;3854225;e;1306679;e;2547546;e;1059876;e;1487670;e
2017;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;111085;e;14828;e;536048;e;3870864;e;1272118;e;2598746;e;1056001;e;1542745;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;213;e;105254;e;14031;e;510465;e;3770842;e;1242279;e;2528563;e;1040713;e;1487850;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;247;r;111453;r;14237;r;509291;r;3733926;r;1279724;r;2454202;r;951605;r;1502597;r
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;r;105680;r;13494;r;485362;r;3636866;r;1250642;r;2386224;r;938227;r;1447997;r
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;248;r;111624;r;15984;r;595546;r;4423742;r;1576406;r;2847336;r;1148626;r;1698710;r
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;r;105774;r;15157;r;568209;r;4306790;r;1535896;r;2770894;r;1135816;r;1635078;r
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;r;112009;r;13023;r;763356;r;3610768;r;1129362;r;2481406;r;1010009;r;1471397;r
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;r;106154;r;12302;r;722429;r;3502724;r;1094003;r;2408721;r;996942;r;1411779;r
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;r;112185;r;14925;r;582215;r;3972490;r;1332485;r;2640005;r;1084718;r;1555287;r
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;r;106446;r;14138;r;554306;r;3860270;r;1298226;r;2562044;r;1071707;r;1490336;r
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112126;e;14037;e;558797;e;4231828;e;1295884;e;2935945;e;1227950;e;1707995;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;106401;e;13292;e;532419;e;4127697;e;1261653;e;2866045;e;1215514;e;1650531;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112347;e;14015;e;518799;e;3947806;e;1294338;e;2653468;e;1073536;e;1579933;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;106610;e;13289;e;492442;e;3842487;e;1262443;e;2580044;e;1059125;e;1520919;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112793;e;14549;e;515186;e;3878708;e;1284287;e;2594420;e;1043470;e;1550950;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;107041;e;13778;e;490379;e;3776746;e;1249660;e;2527086;e;1033147;e;1493939;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;113735;e;14451;e;537557;e;4225701;e;1409222;e;2816479;e;1158457;e;1658022;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;107938;e;13695;e;511385;e;4111166;e;1377362;e;2733804;e;1146939;e;1586865;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;114128;e;13959;e;527017;e;3999313;e;1315895;e;2683418;e;1096680;e;1586738;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;108307;e;13210;e;501142;e;3906647;e;1284000;e;2622647;e;1085017;e;1537630;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;114474;e;15537;e;863672;e;4483331;e;1525408;e;2957923;e;1104322;e;1853601;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;108634;e;14740;e;826393;e;4376927;e;1486591;e;2890336;e;1093753;e;1796583;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;114096;e;12675;e;564688;e;4047202;e;1377482;e;2669719;e;1127391;e;1542329;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;108255;e;11992;e;536240;e;3933645;e;1337830;e;2595815;e;1118441;e;1477374;e
2018;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112939;e;15238;e;556680;e;4232246;e;1403154;e;2829092;e;1180836;e;1648256;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;106993;e;14412;e;530062;e;4119099;e;1368054;e;2751045;e;1165894;e;1585151;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;112783;e;14254;e;530260;e;4234171;e;1334894;e;2899277;e;1320840;e;1578437;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;106820;e;13485;e;503890;e;4118042;e;1301250;e;2816792;e;1304188;e;1512604;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;251;e;113247;e;14795;e;611257;e;4679322;e;1480059;e;3199263;e;1508038;e;1691224;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;218;e;107264;e;14002;e;583547;e;4567908;e;1447473;e;3120435;e;1491430;e;1629005;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;113431;e;14281;e;717982;e;4288442;e;1322168;e;2966274;e;1402919;e;1563355;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;107440;e;13501;e;680558;e;4172126;e;1291606;e;2880519;e;1384238;e;1496281;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;113681;e;13905;e;596462;e;4055163;e;1349483;e;2705680;e;1259036;e;1446644;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;107660;e;13133;e;566904;e;3942512;e;1313985;e;2628527;e;1241210;e;1387317;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;113826;e;14607;e;581388;e;5050438;e;1457766;e;3592672;e;1778399;e;1814273;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;107769;e;13814;e;553380;e;4940337;e;1425008;e;3515329;e;1764387;e;1750942;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;114180;e;14597;e;528867;e;4757208;e;1415146;e;3342062;e;1646576;e;1695486;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;108094;e;13827;e;500404;e;4636265;e;1380105;e;3256160;e;1633155;e;1623005;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;114944;e;14936;e;530734;e;4737959;e;1372372;e;3365587;e;1747059;e;1618528;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;108795;e;14127;e;502806;e;4622628;e;1334663;e;3287965;e;1732863;e;1555102;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;116078;e;14320;e;557572;e;4736892;e;1361591;e;3375301;e;1737007;e;1638294;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;109888;e;13552;e;530307;e;4627848;e;1321301;e;3306547;e;1722320;e;1584227;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;116532;e;15418;e;548825;e;4477601;e;1545983;e;2931618;e;1144277;e;1787341;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;110295;e;14597;e;521114;e;4350603;e;1508058;e;2842545;e;1130405;e;1712140;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;116647;e;15687;e;887750;e;4144897;e;1537228;e;2607668;e;993613;e;1614055;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;110393;e;14848;e;846317;e;4027766;e;1503183;e;2524583;e;974752;e;1549831;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;252;e;116456;e;12385;e;578075;e;3937511;e;1488400;e;2449112;e;875258;e;1573854;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;219;e;110232;e;11680;e;548232;e;3820044;e;1451216;e;2368828;e;862545;e;1506283;e
2019;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;247;e;116908;e;15798;e;592584;e;4116543;e;1389737;e;2726806;e;966211;e;1760596;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;110323;e;14880;e;562526;e;4001061;e;1351602;e;2649459;e;949041;e;1700418;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;251;e;117220;e;14969;e;561145;e;3948073;e;1362680;e;2585394;e;930162;e;1655232;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;218;e;110552;e;14113;e;531252;e;3833192;e;1326048;e;2507144;e;909758;e;1597386;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;251;e;117758;e;15439;e;693674;e;4214546;e;1385130;e;2829416;e;1019390;e;1810026;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;218;e;111056;e;14541;e;660266;e;4092977;e;1346073;e;2746905;e;999960;e;1746945;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;251;e;117642;e;14743;e;740612;e;4035329;e;1412508;e;2622821;e;1020075;e;1602746;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;218;e;110924;e;13872;e;695407;e;3926192;e;1383181;e;2543011;e;1004062;e;1538950;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;117799;e;15529;e;646804;e;4399821;e;1429906;e;2969916;e;1018274;e;1951642;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;111068;e;14620;e;613820;e;4269784;e;1394811;e;2874973;e;1000822;e;1874150;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;117876;e;13571;e;632593;e;4194385;e;1372150;e;2822235;e;978945;e;1843290;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;111119;e;12741;e;599931;e;4075733;e;1331768;e;2743965;e;962267;e;1781698;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;118192;e;15646;e;570155;e;4522615;e;1491398;e;3031217;e;1023183;e;2008034;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;111420;e;14743;e;538294;e;4392262;e;1455312;e;2936950;e;1004800;e;1932150;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;118598;e;14818;e;561735;e;3910263;e;1297130;e;2613133;e;886057;e;1727076;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;111770;e;13939;e;531244;e;3801265;e;1262362;e;2538903;e;870667;e;1668236;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;116466;e;14852;e;567761;e;4281446;e;1445123;e;2836322;e;1108915;e;1727407;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;109535;e;13957;e;536963;e;4159283;e;1406711;e;2752572;e;1089152;e;1663420;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;116540;e;15326;e;551571;e;4671892;e;1856206;e;2815686;e;1103376;e;1712310;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;109614;e;14410;e;520313;e;4535317;e;1818391;e;2716926;e;1078490;e;1638436;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;116699;e;15146;e;894876;e;4332175;e;1474963;e;2857212;e;1005236;e;1851977;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;109752;e;14229;e;850507;e;4210239;e;1436339;e;2773900;e;982490;e;1791410;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;250;e;116317;e;12661;e;580324;e;3694806;e;1347411;e;2347395;e;866769;e;1480626;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;217;e;109388;e;11855;e;546345;e;3549517;e;1308711;e;2240806;e;849029;e;1391777;e
2020;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;109507;e;14385;e;555037;e;3619442;e;1404105;e;2215337;e;866857;e;1348479;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;102608;e;13426;e;522932;e;3476404;e;1364242;e;2112162;e;846988;e;1265174;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;247;e;109636;e;13816;e;524956;e;3709572;e;1353270;e;2356303;e;1046809;e;1309493;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;102642;e;12907;e;492478;e;3586217;e;1319071;e;2267146;e;1025713;e;1241432;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;110005;e;14841;e;628177;e;4295332;e;1723402;e;2571930;e;1190696;e;1381234;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;102984;e;13878;e;594554;e;4137978;e;1676098;e;2461880;e;1166540;e;1295340;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;110389;e;13911;e;726733;e;3682156;e;1268038;e;2414118;e;1012593;e;1401525;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;103372;e;12998;e;680159;e;3548485;e;1234349;e;2314136;e;992307;e;1321828;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;110419;e;13514;e;592948;e;3484599;e;1206178;e;2278421;e;917975;e;1360445;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;103393;e;12627;e;559395;e;3362215;e;1173741;e;2188474;e;896299;e;1292174;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;110576;e;13763;e;609625;e;3911084;e;1374349;e;2536735;e;987991;e;1548744;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;103516;e;12839;e;575490;e;3779334;e;1339960;e;2439374;e;964322;e;1475052;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;110547;e;14352;e;531962;e;3956760;e;1481191;e;2475569;e;1000393;e;1475176;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;103461;e;13413;e;497645;e;3841194;e;1447523;e;2393671;e;977574;e;1416097;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;111096;e;12806;e;532272;e;3342756;e;1353073;e;1989683;e;839418;e;1150266;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;103991;e;11906;e;499673;e;3245008;e;1326436;e;1918572;e;821024;e;1097548;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112148;e;14397;e;554768;e;4112405;e;1531962;e;2580444;e;1067806;e;1512638;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;104964;e;13442;e;522474;e;3996948;e;1498178;e;2498770;e;1045301;e;1453469;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112212;e;14622;e;534797;e;3946168;e;1545643;e;2400525;e;918355;e;1482170;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;105030;e;13650;e;502085;e;3829792;e;1514454;e;2315338;e;894910;e;1420428;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112313;e;14657;e;856028;e;4089173;e;1563694;e;2525480;e;1001598;e;1523882;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;105126;e;13681;e;809777;e;3968421;e;1529865;e;2438556;e;979820;e;1458736;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;249;e;112120;e;12399;e;568742;e;4181915;e;1529135;e;2652780;e;1241015;e;1411765;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;104919;e;11501;e;533319;e;4038067;e;1491434;e;2546633;e;1212295;e;1334338;e
2021;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;258;e;116038;e;14530;e;586170;e;3617699;e;1512536;e;2105163;e;814407;e;1290756;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;222;e;103072;e;12804;e;520295;e;3360043;e;1443145;e;1916898;e;744190;e;1172708;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;259;e;116069;e;15040;e;558388;e;3716969;e;1411625;e;2305344;e;895209;e;1410134;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;223;e;103045;e;13295;e;491797;e;3450806;e;1358075;e;2092730;e;807473;e;1285257;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;260;e;116601;e;16462;e;669247;e;4873903;e;1738873;e;3135029;e;1194093;e;1940936;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;224;e;103401;e;14548;e;599440;e;4562979;e;1653503;e;2909476;e;1115667;e;1793809;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;260;e;116066;e;14329;e;764513;e;4110658;e;1719923;e;2390736;e;875608;e;1515128;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;224;e;102971;e;12677;e;631869;e;3829606;e;1664909;e;2164697;e;797837;e;1366860;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;116389;e;13894;e;622487;e;4501764;e;1871135;e;2630629;e;1040030;e;1590598;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;103277;e;12212;e;549606;e;4253390;e;1813450;e;2439940;e;970456;e;1469484;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;116439;e;15013;e;653100;e;4917388;e;2021356;e;2896031;e;1065718;e;1830313;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;103294;e;13229;e;578541;e;4637876;e;1964558;e;2673318;e;981346;e;1691972;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;116143;e;14553;e;565425;e;4552564;e;1897333;e;2655231;e;1023427;e;1631803;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;102984;e;12826;e;495164;e;4277607;e;1837017;e;2440590;e;938564;e;1502026;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;116524;e;13707;e;562838;e;4329194;e;1764089;e;2565105;e;912786;e;1652319;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;103355;e;12063;e;493927;e;4071877;e;1707955;e;2363921;e;838546;e;1525376;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;117820;e;14947;e;586186;e;5333777;e;2173534;e;3160243;e;1292181;e;1868062;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;104502;e;13156;e;521213;e;5015680;e;2105000;e;2910681;e;1195577;e;1715104;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;261;e;117407;e;14651;e;564436;e;4535371;e;1919916;e;2615455;e;1019810;e;1595645;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;225;e;104041;e;12900;e;496885;e;4263549;e;1845115;e;2418434;e;939144;e;1479290;e
November;;;;;;;;;;;;;;;;;;;
